Coursename,Coursecode,Hours,Classification
Fundamentals of Social and Personality Development,PSY 394K,3,Graduate
Fundamentals of Cognitive Development,PSY 394N,3,Graduate
Topics in Seminars in Behavioral Neuroscience and Biopsychology,PSY 394P,3,Graduate
Topics in Seminars in Clinical Psychology,"PSY 194Q, 394Q","1, 3",Graduate
Topics in Seminars in Developmental Psychology,PSY 394S,3,Graduate
Topics in Seminars in Evolutionary Psychology,PSY 394T,3,Graduate
Topics in Seminars in Cognitive or Perception Psychology,PSY 394U,3,Graduate
Topics in Seminars in Social and Personality Psychology,PSY 394V,3,Graduate
Foundations of Social Psychology,PSY 394W,3,Graduate
Fundamentals of Developmental Psychology,PSY 395S,3,Graduate
Advanced Behavior Pathology,PSY 396,3,Graduate
Child and Adolescent Psychopathology,PSY 396C,3,Graduate
Clinical Psychopharmacology,PSY 396D,3,Graduate
Thesis,PSY 698,6,Graduate
Supervised Teaching in Psychology,PSY 398T,3,Graduate
Dissertation,"PSY 399W, 699W, 999W","3, 6, 9",Graduate
,,Total Hours: 489
DegreeView
