Coursename,Coursecode,Hours,Classification
Black Lives in the Archives,HIS 369Q,3,Upper Division
Nationalisms in the Caribbean,HIS 371Q,3,Upper Division
Proseminar in Historical Source Readings,HIS 372L,3,Upper Division
Proseminar in Historical Writing,HIS 372M,3,Upper Division
"Race, Rebellion and Revolution in the Caribbean",HIS 372Q,3,Upper Division
Race and Migration: The Mediterranean,HIS 374C,3,Upper Division
Race Against Empire: Americas,HIS 374Q,3,Upper Division
Islamic Spain and North Africa to 1492,HIS 375D,3,Upper Division
"Tudor England, 1485-1603",HIS 375K,3,Upper Division
"Stuart England, 1603-1689",HIS 375L,3,Upper Division
"Modern Spain, 1800 to the Present",HIS 375M,3,Upper Division
"History of Britain, 1500-1700",HIS 375N,3,Upper Division
The United States and the Second World War,HIS 376F,3,Upper Division
"Hitler, Nazism, and World War II",HIS 376G,3,Upper Division
Capstone in History,HIS 378W,3,Upper Division
Honors Tutorial Course,HIS 679H,6,Upper Division
Topics in History of Science,HIS 380K,3,Graduate
Topics in European Imperialism,HIS 380L,3,Graduate
Topics in World History,HIS 381,3,Graduate
Topics in Research Seminar in World History,HIS 381J,3,Graduate
Topics in Research Seminar in the History of East and South Asia,HIS 382H,3,Graduate
Topics in Research Seminar in African History,HIS 382J,3,Graduate
Topics in African History,HIS 382L,3,Graduate
Topics in the History of East and South Asia,HIS 382N,3,Graduate
Introductory Conference Course in African History,HIS 382Q,3,Graduate
Introductory Conference Course in Asian History,HIS 382R,3,Graduate
Introductory Conference Course in Middle Eastern History,HIS 382S,3,Graduate
Introductory Conference Course in European History,HIS 382T,3,Graduate
Introductory Conference Course in American History,HIS 382U,3,Graduate
Introductory Conference Course in Latin American History,HIS 382V,3,Graduate
Topics in Seminar in Modern European History,HIS 383,3,Graduate
Topics in Literature of European History,HIS 383C,3,Graduate
Communism in Eastern Europe,HIS 383D,3,Graduate
Topics in Research Seminar in Modern European History,HIS 383J,3,Graduate
Seminar in General Economic History,HIS 383L,3,Graduate
Topics in the Atlantic Worlds,HIS 383M,3,Graduate
Topics in Seminar in British History,HIS 384K,3,Graduate
Topics in Seminar in Tudor-Stuart History,HIS 384M,3,Graduate
Topics in Public and Digital History,HIS 385P,3,Graduate
Topics in Seminar in Latin American History,HIS 386K,3,Graduate
Topics in Research Seminar in Latin American History,HIS 386L,3,Graduate
Stalinism: Ideology and Culture,HIS 386S,3,Graduate
Topics in Research Seminar in Early Modern Europe,HIS 387J,3,Graduate
Topics in Early Modern Europe,HIS 387M,3,Graduate
Topics in Research Seminar in Middle Eastern History,HIS 388J,3,Graduate
Topics in Seminar in Middle Eastern History,HIS 388K,3,Graduate
Problems and Methods of Historical Demography,HIS 388M,3,Graduate
Topics in Research Seminar in United States History,HIS 389,3,Graduate
Conference Course,HIS 391C,3,Graduate
Topics in Seminar in United States History,HIS 392,3,Graduate
Qualifying Examination,HIS 393L,3,Graduate
Introduction to Historical Inquiry,HIS 394H,3,Graduate
Topics in Seminar in Bibliography and Methods,HIS 395,3,Graduate
Topics in Literature of United States History,HIS 397K,3,Graduate
Topics in Medieval History,HIS 397L,3,Graduate
Thesis,HIS 698,6,Graduate
Master's Report,HIS 398R,3,Graduate
Supervised Teaching in History,HIS 398T,3,Graduate
Dissertation,"HIS 399W, 699W, 999W","3, 6, 9",Graduate
,,Total Hours: 966
DegreeView
